200, C1, 0.6538, 0.3571, 0.0872, 0.0285, 0.0150, 0.0081, 0.0008, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
250, C1, 0.5769, 0.2041, 0.1376, 0.0415, 0.0183, 0.0081, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
300, C1, 0.4615, 0.2755, 0.1468, 0.0466, 0.0150, 0.0012, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
350, C1, 0.4231, 0.2143, 0.1284, 0.0181, 0.0066, 0.0035, 0.0042, 0.0039, 0.0041, 0.0025, 0.0003, 0.0000, 0.0000, 0.0000, 
500, C1, 0.4615, 0.2755, 0.1101, 0.0440, 0.0150, 0.0023, 0.0008, 0.0020, 0.0015, 0.0004, 0.0000, 0.0000, 0.0000, 0.0000, 
550, C1, 0.9231, 0.3061, 0.0367, 0.0104, 0.0183, 0.0058, 0.0034, 0.0013, 0.0010, 0.0008, 0.0021, 0.0003, 0.0000, 0.0000, 
600, C1, 0.7308, 0.2245, 0.1239, 0.0337, 0.0100, 0.0023, 0.0017, 0.0020, 0.0015, 0.0004, 0.0003, 0.0000, 0.0000, 0.0000, 
900, C1, 0.3846, 0.2959, 0.1606, 0.0285, 0.0083, 0.0023, 0.0008, 0.0007, 0.0015, 0.0008, 0.0000, 0.0000, 0.0000, 0.0000, 
950, C1, 0.9231, 0.3061, 0.0826, 0.0466, 0.0100, 0.0035, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
1000, C1, 0.5769, 0.3367, 0.1468, 0.0285, 0.0083, 0.0023, 0.0008, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
1300, C1, 0.6154, 0.2857, 0.0642, 0.0311, 0.0116, 0.0081, 0.0059, 0.0020, 0.0010, 0.0004, 0.0007, 0.0000, 0.0000, 0.0000, 
1350, C1, 0.1923, 0.1837, 0.1147, 0.0544, 0.0183, 0.0058, 0.0017, 0.0013, 0.0010, 0.0017, 0.0014, 0.0000, 0.0000, 0.0000, 
1400, C1, 0.8462, 0.3163, 0.0688, 0.0181, 0.0133, 0.0069, 0.0034, 0.0020, 0.0015, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
1450, C1, 0.9231, 0.3878, 0.0688, 0.0363, 0.0100, 0.0023, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
1500, C1, 0.7308, 0.2755, 0.0917, 0.0337, 0.0083, 0.0035, 0.0017, 0.0013, 0.0021, 0.0017, 0.0000, 0.0000, 0.0000, 0.0000, 
1600, C1, 0.6154, 0.4184, 0.1514, 0.0155, 0.0050, 0.0012, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
1650, C1, 0.8462, 0.2041, 0.0917, 0.0337, 0.0266, 0.0081, 0.0008, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
1750, C1, 0.0000, 0.1224, 0.1055, 0.0518, 0.0183, 0.0046, 0.0017, 0.0033, 0.0062, 0.0029, 0.0010, 0.0003, 0.0000, 0.0000, 
1800, C1, 0.2308, 0.1837, 0.1101, 0.0492, 0.0100, 0.0046, 0.0076, 0.0046, 0.0026, 0.0008, 0.0000, 0.0000, 0.0000, 0.0000, 
2000, C1, 0.4231, 0.2653, 0.1239, 0.0389, 0.0166, 0.0035, 0.0025, 0.0007, 0.0005, 0.0008, 0.0003, 0.0000, 0.0000, 0.0000, 
2050, C1, 0.8077, 0.3265, 0.0596, 0.0155, 0.0216, 0.0092, 0.0034, 0.0013, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
2100, C1, 0.1538, 0.1633, 0.1055, 0.0596, 0.0316, 0.0069, 0.0025, 0.0026, 0.0010, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
2150, C1, 0.4231, 0.3163, 0.1055, 0.0337, 0.0183, 0.0069, 0.0025, 0.0007, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
2200, C1, 0.1538, 0.1633, 0.1514, 0.0518, 0.0183, 0.0058, 0.0042, 0.0026, 0.0010, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
2350, C1, 0.5769, 0.3265, 0.0734, 0.0259, 0.0150, 0.0023, 0.0008, 0.0013, 0.0021, 0.0012, 0.0007, 0.0009, 0.0000, 0.0000, 
2500, C1, 0.8462, 0.3367, 0.0872, 0.0285, 0.0033, 0.0058, 0.0025, 0.0026, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
2550, C1, 0.4615, 0.3061, 0.0917, 0.0233, 0.0133, 0.0058, 0.0025, 0.0020, 0.0021, 0.0017, 0.0007, 0.0000, 0.0000, 0.0000, 
2600, C1, 0.8846, 0.4286, 0.0780, 0.0155, 0.0100, 0.0023, 0.0025, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
2650, C1, 0.3462, 0.2449, 0.1284, 0.0415, 0.0050, 0.0069, 0.0085, 0.0020, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
3000, C1, 0.8846, 0.2755, 0.0505, 0.0337, 0.0166, 0.0035, 0.0025, 0.0007, 0.0015, 0.0017, 0.0003, 0.0000, 0.0000, 0.0000, 
3050, C1, 0.1923, 0.2347, 0.1468, 0.0389, 0.0066, 0.0023, 0.0068, 0.0033, 0.0021, 0.0004, 0.0000, 0.0000, 0.0000, 0.0000, 
3200, C1, 0.6154, 0.2959, 0.0826, 0.0363, 0.0166, 0.0081, 0.0034, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
3250, C1, 0.5385, 0.3163, 0.1239, 0.0104, 0.0150, 0.0081, 0.0017, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
3300, C1, 0.6154, 0.3469, 0.0963, 0.0363, 0.0116, 0.0046, 0.0008, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
3350, C1, 0.4615, 0.2755, 0.1101, 0.0492, 0.0233, 0.0035, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
3400, C1, 0.5000, 0.3469, 0.1284, 0.0492, 0.0083, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
3450, C1, 0.8462, 0.2959, 0.0780, 0.0363, 0.0166, 0.0035, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
3500, C1, 0.3846, 0.2959, 0.1193, 0.0518, 0.0083, 0.0012, 0.0017, 0.0020, 0.0005, 0.0008, 0.0000, 0.0000, 0.0000, 0.0000, 
3550, C1, 0.3077, 0.2857, 0.1193, 0.0440, 0.0100, 0.0058, 0.0025, 0.0007, 0.0005, 0.0004, 0.0003, 0.0003, 0.0005, 0.0000, 
3600, C1, 0.0385, 0.1939, 0.1422, 0.0622, 0.0083, 0.0046, 0.0042, 0.0039, 0.0021, 0.0004, 0.0000, 0.0000, 0.0000, 0.0000, 
3650, C1, 0.8077, 0.4082, 0.1009, 0.0181, 0.0050, 0.0035, 0.0017, 0.0007, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
3750, C1, 0.6538, 0.3367, 0.0734, 0.0155, 0.0116, 0.0127, 0.0042, 0.0026, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
3800, C1, 0.6154, 0.3367, 0.0642, 0.0130, 0.0133, 0.0081, 0.0042, 0.0020, 0.0021, 0.0012, 0.0003, 0.0000, 0.0000, 0.0000, 
3850, C1, 0.8077, 0.3469, 0.0321, 0.0130, 0.0166, 0.0115, 0.0059, 0.0020, 0.0010, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
3900, C1, 0.7308, 0.3571, 0.0917, 0.0233, 0.0083, 0.0012, 0.0034, 0.0033, 0.0005, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
4000, C1, 0.6154, 0.3265, 0.1055, 0.0440, 0.0100, 0.0046, 0.0008, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
4050, C1, 0.8462, 0.3061, 0.0826, 0.0130, 0.0050, 0.0058, 0.0042, 0.0033, 0.0026, 0.0004, 0.0000, 0.0000, 0.0000, 0.0000, 
4100, C1, 0.6154, 0.2551, 0.0963, 0.0155, 0.0083, 0.0115, 0.0051, 0.0020, 0.0021, 0.0004, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
4150, C1, 0.6923, 0.3980, 0.0963, 0.0285, 0.0033, 0.0058, 0.0025, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
4200, C1, 0.8462, 0.3469, 0.0734, 0.0311, 0.0166, 0.0058, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
4250, C1, 0.3846, 0.3061, 0.0917, 0.0233, 0.0150, 0.0092, 0.0059, 0.0033, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
4300, C1, 0.5385, 0.3367, 0.1009, 0.0363, 0.0116, 0.0023, 0.0042, 0.0007, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
4350, C1, 0.6154, 0.3776, 0.0917, 0.0181, 0.0116, 0.0081, 0.0025, 0.0007, 0.0005, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
4400, C1, 0.7308, 0.2959, 0.1376, 0.0259, 0.0033, 0.0023, 0.0017, 0.0020, 0.0010, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 
