1.000000000000000000e+01, 4.036383391087267114e+01
1.200000000000000000e+02, 3.639725830565177489e+01
2.300000000000000000e+02, 3.723950517548441752e+01
3.400000000000000000e+02, 3.701980269880060348e+01
4.500000000000000000e+02, 3.701302411128457237e+01
5.600000000000000000e+02, 3.704932516568652545e+01
6.700000000000000000e+02, 3.674434738328019989e+01
7.800000000000000000e+02, 3.690854692413407889e+01
8.900000000000000000e+02, 3.766458604089720552e+01
1.000000000000000000e+03, 3.728940310098487032e+01
