DP01398,64.136
DP01399,266.057
DP02256,29.601
DP01390,59.704
DP02220,66.562
DP01392,29.662
DP01394,45.549
DP01396,926.549
DP01397,93.713
DP01169,173.995
DP01303,29.125
DP01300,25.842
DP01307,41.977
DP01306,737.423
DP01305,448.5
DP01304,78.788
DP01462,271.59
DP01309,297.461
DP01308,117.47
DP01467,1521.65
DP01464,101.825
DP01465,215.161
DP01268,261.996
DP01269,437.682
DP01261,58.725
DP01262,182.863
DP01484,446.149
DP01485,204.726
DP01486,198.969
DP01528,214.633
DP01480,76.737
DP01481,101.29
DP01482,287.717
DP01521,48.79
DP01520,169.318
DP01527,67.059
DP01526,181.018
DP01524,318.656
DP01413,560.157
DP01635,183.228
DP01738,125.297
DP01739,76.262
DP01736,353.543
DP01737,36.167
DP01735,89.139
DP01733,346.279
DP01642,81.497
DP01643,30.326
DP01641,295.32
DP01646,207.377
DP01647,210.351
DP01644,62.971
DP01645,178.781
DP01648,84.911
DP01139,309.394
DP01118,406.365
DP01460,123.987
DP01867,1602.803
DP01461,302.886
DP01949,98.357
DP01948,38.318
DP01860,21.389
DP01861,229.934
DP01945,59.522
DP01944,358.671
DP01947,691.704
DP01946,42.753
DP01941,582.3
DP01940,677.363
DP01943,37.083
DP01942,239.557
DP01167,303.78
DP02162,147.286
DP02163,1519.839
DP02160,57.965
DP02167,27.039
DP02164,220.929
DP02168,372.08
DP02169,81.201
DP01898,1106.314
DP01166,108.282
DP01893,629.975
DP01890,113.596
DP01487,232.576
DP02117,25.278
DP01559,30.38
DP01488,39.137
DP01489,557.363
DP01109,328.67
DP02271,126.824
DP02078,30.191
DP02079,61.728
DP01729,55.527
DP02207,31.26
DP02205,48.299
DP01310,280.203
DP01311,328.849
DP01312,88.646
DP01313,150.528
DP01315,340.667
DP01316,370.006
DP01317,852.239
DP01319,104.046
DP02129,223.498
DP02294,60.083
DP02295,2661.832
DP02296,126.451
DP02290,86.066
DP02291,73.705
DP02292,843.45
DP01250,62.711
DP01253,48.752
DP01252,87.838
DP01255,215.429
DP02299,144.887
DP01538,533.081
DP01539,43.03
DP01531,143.651
DP01534,1120.73
DP01535,95.073
DP02123,874.067
DP02120,356.262
DP01404,61.167
DP01405,85.421
DP01407,22.839
DP01400,265.29
DP01401,46.066
DP01402,27.59
DP01624,180.724
DP01749,199.837
DP01748,622.074
DP01620,411.157
DP01622,632.172
DP01623,1536.382
DP01741,125.054
DP01740,72.102
DP01628,187.714
DP01629,232.819
DP01108,380.807
DP01119,921.263
DP01779,242.091
DP01582,798.268
DP01958,306.635
DP01817,387.733
DP01951,82.779
DP01928,48.695
DP02197,76.96
