all,non_tail,N,C,N_w_pdb,C_w_pdb
0.1,0.1,0.15,0.05,0.24375,0.20588235294117646
0.10440835266821345,0.10440835266821345,0.08888888888888889,0.12,0.19230769230769232,0.22324159021406728
0.05,0.1590909090909091,0.36666666666666664,0.20588235294117646,0.276431718061674,0.16470588235294117
0.1590909090909091,0.21904761904761905,0.08,0.12,0.2222222222222222,0.3018867924528302
0.21904761904761905,0.0,0.175,0.12903225806451613,0.3333333333333333,0.20833333333333334
0.0,0.047619047619047616,0.2028985507246377,0.17857142857142858,0.3181818181818182,0.08450704225352113
0.047619047619047616,0.2597402597402597,0.13513513513513514,0.08333333333333333,0.19274809160305342,0.1671270718232044
0.12,0.34782608695652173,0.1792452830188679,0.15,0.3939393939393939,0.2634920634920635
0.15,0.2413793103448276,0.11688311688311688,0.30612244897959184,0.391304347826087,0.1
0.2597402597402597,0.18181818181818182,0.19230769230769232,0.19444444444444445,0.13333333333333333,0.25
0.34782608695652173,0.175,0.14953271028037382,0.2,0.16666666666666666,0.18181818181818182
0.2413793103448276,0.2080536912751678,0.1590909090909091,0.14516129032258066,0.125,0.0
0.08888888888888889,0.11538461538461539,0.24375,0.09166666666666666,0.2222222222222222,0.3333333333333333
0.20588235294117646,0.023255813953488372,0.17670682730923695,0.17028985507246377,0.3333333333333333,0.3163265306122449
0.18181818181818182,0.25,0.28,0.0958904109589041,0.1744421906693712,0.2
0.12,0.2727272727272727,0.13513513513513514,0.16393442622950818,0.21951219512195122,0.15789473684210525
0.175,0.1935483870967742,0.3157894736842105,0.10909090909090909,0.25925925925925924,0.24489795918367346
0.2080536912751678,0.17647058823529413,0.16326530612244897,0.11538461538461539,0.25,0.17943925233644858
0.12903225806451613,0.3220338983050847,0.14285714285714285,0.18604651162790697,0.09090909090909091,0.22857142857142856
0.11538461538461539,0.3141025641025641,0.18518518518518517,0.13432835820895522,0.08771929824561403,0.1935483870967742
0.023255813953488372,0.12903225806451613,0.3020833333333333,0.22485207100591717,0.2923076923076923,0.15
0.25,0.1724137931034483,0.25396825396825395,0.23809523809523808,0.12837837837837837,0.2857142857142857
0.2727272727272727,0.1111111111111111,0.08928571428571429,0.2716049382716049,0.15384615384615385,0.19130434782608696
0.17857142857142858,0.21978021978021978,0.2857142857142857,0.2857142857142857,0.2814814814814815,0.2376237623762376
0.1935483870967742,0.09090909090909091,0.24324324324324326,0.35714285714285715,0.17391304347826086,0.15
0.36666666666666664,0.07936507936507936,0.1935483870967742,0.3064516129032258,0.1388888888888889,0.15
0.17647058823529413,0.25961538461538464,0.06896551724137931,0.18,0.037037037037037035,0.2972972972972973
0.3220338983050847,0.16,0.2063178677196446,0.16593886462882096,0.3170731707317073,0.07462686567164178
0.3141025641025641,0.13043478260869565,0.19230769230769232,0.12903225806451613,0.2857142857142857,0.38095238095238093
0.08333333333333333,0.38095238095238093,0.18518518518518517,0.203125,0.18421052631578946,0.12903225806451613
0.12903225806451613,0.24074074074074073,0.21739130434782608,0.13725490196078433,0.17647058823529413,0.16666666666666666
0.1724137931034483,0.08695652173913043,0.3125,0.25874125874125875,0.05803571428571429,0.0967741935483871
0.1111111111111111,0.18604651162790697,0.16810344827586207,0.1896551724137931,0.09523809523809523,0.22807017543859648
0.21978021978021978,0.11538461538461539,0.09090909090909091,0.14285714285714285,0.06060606060606061,0.2582781456953642
0.09090909090909091,0.136986301369863,0.18181818181818182,0.17543859649122806,0.15566037735849056,0.07692307692307693
0.08,0.15,0.0,0.17625899280575538,0.14285714285714285,0.19196428571428573
0.07936507936507936,0.11764705882352941,0.232,0.20833333333333334,0.1875,0.24
0.25961538461538464,0.047619047619047616,0.06896551724137931,0.34146341463414637,0.3602150537634409,0.13709677419354838
0.16,0.08695652173913043,0.07142857142857142,0.22727272727272727,0.203125,0.18055555555555555
0.13043478260869565,0.14193548387096774,0.2,0.25,0.11320754716981132,0.2222222222222222
0.38095238095238093,0.10833333333333334,0.3,0.05,0.19540229885057472,0.14361702127659576
0.24074074074074073,0.30434782608695654,0.12,0.15151515151515152,0.11538461538461539,0.2196969696969697
0.08695652173913043,0.28205128205128205,0.16666666666666666,0.23255813953488372,0.5,0.10344827586206896
0.15,0.21428571428571427,0.276431718061674,0.14018691588785046,0.125,0.16290983606557377
0.175,0.4,0.21544715447154472,0.15979381443298968,0.23809523809523808,0.14285714285714285
0.18604651162790697,0.1935483870967742,0.19736842105263158,0.22388059701492538,0.18556701030927836,0.26666666666666666
0.11538461538461539,0.09090909090909091,0.12745098039215685,0.19047619047619047,0.057692307692307696,0.1111111111111111
0.136986301369863,0.18181818181818182,0.25,0.3387096774193548,0.06060606060606061,0.21212121212121213
0.30612244897959184,0.21052631578947367,0.0752212389380531,0.1875,0.27906976744186046,0.3382352941176471
0.2028985507246377,0.275,0.11403508771929824,0.16,0.16455696202531644,0.09302325581395349
0.15,0.203281677301732,0.14642857142857144,0.08888888888888889,0.1267605633802817,0.134375
0.19444444444444445,0.30434782608695654,0.16393442622950818,0.22324159021406728,0.08108108108108109,0.058823529411764705
0.13513513513513514,0.14285714285714285,0.09090909090909091,0.10227272727272728,0.1568627450980392,0.18681318681318682
0.2,0.25,0.0423728813559322,0.39285714285714285,0.17391304347826086,0.20454545454545456
0.11764705882352941,0.15,0.1951219512195122,0.1590909090909091,0.15873015873015872,0.21428571428571427
0.1792452830188679,0.1609907120743034,0.20597014925373133,0.3548387096774194,0.19047619047619047,0.13793103448275862
0.047619047619047616,0.15789473684210525,0.18181818181818182,0.4,0.05128205128205128,0.03571428571428571
0.14516129032258066,0.23809523809523808,0.11538461538461539,0.12195121951219512,0.13636363636363635,0.2608695652173913
0.08695652173913043,0.36,0.26865671641791045,0.1724137931034483,0.09523809523809523,0.0
0.11688311688311688,0.1590909090909091,0.10236220472440945,0.1761006289308176,0.17894736842105263,0.08333333333333333
0.14193548387096774,0.09523809523809523,0.08,0.0625,0.1588785046728972,0.12173913043478261
0.10833333333333334,0.3142857142857143,0.14285714285714285,0.07407407407407407,0.21212121212121213,0.17647058823529413
0.30434782608695654,0.12121212121212122,0.1531791907514451,0.1658291457286432,0.18,0.17857142857142858
