,Metric,<Rg> (nm),<Ree> (nm),nu,<Delta>,<S>,time,Name
0,Value,3.714497788684819,8.851121081727921,0.5349838635129606,0.2295533064935865,0.8795264235245548,392.43259263038635,Tau_K17_IDRLab
0,Value,2.7210646626595154,6.145857419690701,0.4493861553098242,0.19355748654611848,0.7771251118699999,389.55573201179504,A1_LCD_plus_4D_IDRLab
0,Value,2.256283018022979,5.270186146642223,0.5021697393846711,0.20083562268222213,0.8782053733809206,382.44863748550415,RpII215_gibbs_IDRLab
0,Value,3.4485982574631184,8.25976611881545,0.5248116213472264,0.23245275056253356,0.9282825522692956,392.2739477157593,LOX_PP_IDRLab
0,Value,2.716713746988234,6.238901430910285,0.461930394905724,0.19584282922446566,0.797426538210693,392.69361209869385,A1_LCD_8F_plus_4Y_IDRLab
0,Value,2.773632509411102,6.422337527166714,0.4750012901063153,0.19779917607928196,0.8413865513106236,389.936018705368,A1_LCD_9F_plus_6Y_IDRLab
0,Value,4.5302414878714545,10.682404037075813,0.5124634611045313,0.2033220069925016,0.8721387386888486,1073.5225925445557,EIF_450_1_249_IDRLab
0,Value,6.556701158349772,15.000920194808884,0.4711918491532083,0.1964589024942864,0.8653228480917097,3681.521778821945,MAP2c_IDRLab
0,Value,2.6801919870825213,6.159011599812845,0.4510272867514275,0.1804931100540064,0.7860435176353878,391.73413467407227,A1_LCD_10R_IDRLab
0,Value,2.9232132789385448,6.8951030803449225,0.5072955989221476,0.21761445275358354,0.8389179894057457,386.9794385433197,Nup153_NUL_IDRLab
0,Value,3.0876820593656795,7.144304440539293,0.4871307666789141,0.1944358542888569,0.8269765941989758,391.8378143310547,Reduced_RnaseH_IDRLab
0,Value,2.6456018964647012,6.05934685847976,0.4553132986093748,0.18686167314374666,0.7710936526129946,390.16156029701233,A1_LCD_12F_plus_12Y_IDRLab
0,Value,2.8017646735612463,6.487939129995578,0.4821534905769728,0.19776993772911736,0.8474163839992661,389.338146686554,A1_LCD_aro__IDRLab
0,Value,2.9754428538261704,7.151610033259248,0.5519647051619766,0.23356836632290626,0.9543100500310336,374.70847940444946,Bmal1_CTD_P624A_IDRLab
0,Value,2.7079099693070097,6.668984851150801,0.5642536624921344,0.21444678276525875,0.8563330124484999,379.905246257782,Ash1_IDRLab
0,Value,3.233544231468516,7.3161084766941835,0.5194013020763519,0.22721242857287802,0.9335316343712045,384.27377891540533,GON7_NTD_IDRLab
0,Value,2.888300694845161,6.8844427103346035,0.5063741449633216,0.19755881390014468,0.7662701995194874,392.5202350616455,A1_Aro_minus_IDRLab
0,Value,3.0426475748488886,7.067347650997567,0.5180249512437031,0.2415192169785483,1.0142857768118323,386.2319118976593,PAGE4_WT_IDRLab
0,Value,3.0214505679553327,6.9677131167565935,0.5049364856876287,0.21207429174949247,0.8838715137530847,390.1175856590271,Neuroligin_3_IDRLab
0,Value,2.3600492014197405,5.638135153235811,0.5238064017374745,0.2155074491270168,0.8967589115533463,369.71970653533936,VSV_P_IDRLab
0,Value,2.7334634190953713,6.242950305312571,0.4979223645620831,0.19802753360194134,0.9012853736435564,374.8091771602631,GRB14_PIR_IDRLab
0,Value,2.6644174654331936,5.876532616880205,0.4313484527230532,0.1922997990994645,0.7296181065902932,388.9007794857025,A1_LCD_aro_plus__IDRLab
0,Value,3.5301023252100867,8.209145513568261,0.5218579234252568,0.22040363100807395,0.9880570113493671,386.93043971061707,HeV_PNT3_200_310_WT_IDRLab
0,Value,3.6513738344771625,8.325676102349252,0.4705773033703219,0.21357513505007067,0.957906603206156,611.2868208885193,CTCF_R_WT_IDRLab
0,Value,2.915056211929254,6.899569403643559,0.5276097287273067,0.21769936259681147,0.8694563096415617,376.71746230125433,Tau_K19_IDRLab
0,Value,3.9752587170018776,9.778022763825426,0.6026798698975121,0.24194506228234694,0.9883096613214318,360.2053890228272,H1_CTD_IDRLab
0,Value,3.536271989026425,8.176800870895386,0.5082030379426086,0.2427567087355589,0.9537556326378548,387.8309304714203,NiV_PNT3_200_314_WT_IDRLab
0,Value,3.8423410071774717,8.789575830493309,0.4980586691456522,0.1951827050568292,0.8542489597364162,392.3408637046814,p150L_342_475_IDRLab
0,Value,4.719828624832792,10.639560447798836,0.4688066280952559,0.19928772815162232,0.8695677371009124,1077.5975511074066,Tau_K23_IDRLab
0,Value,3.1400504406616765,7.4978711620725775,0.5318979659022929,0.21818893887185503,0.9257933399402896,386.8116607666016,NHE6cmdd_IDRLab
0,Value,3.46104660061664,8.210565502535212,0.5411945192435802,0.22154380079309194,0.9460949423996028,388.9237675666809,hNHE1cdt_IDRLab
0,Value,3.771261129910542,9.570452713484716,0.6068271693182961,0.2467869938474994,0.9865707217440696,371.8316824436188,Fez1_IDRLab
0,Value,2.6758020032880605,6.1679989934569655,0.5324705006491899,0.2501136838129143,1.0571123203546344,372.36682987213135,DSS1_IDRLab
0,Value,2.8238257942849665,6.26892411100744,0.4275334985804841,0.1889232977132877,0.7796428796713969,390.25765299797064,DARPP_32_IDRLab
0,Value,2.6051654059781497,6.002593443369625,0.4649375343784848,0.18669340761829087,0.7111064064338718,382.26397943496704,UL11_IDRLab
0,Value,2.389466510765464,5.710613574945565,0.5380508024819961,0.21449592282234514,0.8842193236987018,385.1446027755737,redAFP_IDRLab
0,Value,3.859794140887204,9.383337032072472,0.5529340532155058,0.23261469079939115,0.9211932762477086,393.22389554977417,CSD1_IDRLab
0,Value,2.989329340210502,7.065076337258022,0.5307749956618303,0.22238309275748552,0.928868549881302,380.9655168056488,HIV_TAT_IDRLab
0,Value,2.7042868413991674,6.248033562874554,0.4614814853349958,0.2179127604345244,0.8703517947772135,391.9609305858612,A1_LCD_plus_NLS_IDRLab
0,Value,4.480917622517349,10.307187322293867,0.5253780709102853,0.2171041606045746,0.9942574669660008,652.8434689044952,Tau_K32_AT8_AT100_IDRLab
0,Value,3.982192362755802,9.247091554752503,0.5177690788721412,0.2178735671021368,0.8609471762805468,492.0854082107544,Tau_K27_IDRLab
0,Value,5.757975096337222,13.20250970992175,0.4927804114250721,0.2120498588933011,0.8958196863561364,2316.3937892913823,Tau_ht23_AT8_AT100_IDRLab
0,Value,5.269781614368376,12.301977944253672,0.513942289061841,0.21962192288387294,0.9750530003879332,1395.54399061203,Tau_K44_IDRLab
0,Value,2.4615604474886448,5.811838022446391,0.5383147955439892,0.2306118867841342,0.9496660864373686,373.10461926460266,red1_288_345_IDRLab
0,Value,3.6190931070482257,8.391594798155506,0.4756491970720987,0.20159687881869245,0.8217511129491761,620.6947541236877,N_FATZ_1_IDRLab
