3.094133575357278687e+01	3.264311459480521904e+01	2.275812036198132304e+01	2.939131352748848158e+01	2.703833342452703192e+01	2.083728606230915403e+01	2.782863866718500745e+01	2.641551553746667480e+01	2.897491558313599924e+01	4.043311835051574832e+01
2.683934063174612916e+01	2.465831232073992396e+01	2.169611064883642726e+01	3.173529378437640247e+01	2.586636634093976994e+01	2.613145961943993001e+01	3.014078605520242604e+01	3.263983224620130841e+01	3.080413827414133721e+01	3.233150071285598415e+01
2.542576719160455667e+01	2.407115763374541828e+01	2.918985919345366398e+01	2.899858671743916716e+01	3.165984116925825376e+01	3.058492367472635109e+01	2.955694201117758269e+01	3.239340031945599208e+01	2.894760011685324130e+01	2.736608682277829985e+01
3.304631017108702906e+01	2.710287927883356929e+01	2.492413703654455048e+01	3.395168099918750215e+01	2.831293689594255625e+01	3.668736323154470824e+01	3.418236196849251485e+01	3.983385500978353377e+01	2.565937410364239923e+01	3.430893232265858472e+01
2.667758339160363334e+01	3.016265510580847575e+01	3.852227322760364814e+01	3.630961257074064008e+01	3.845056712957885026e+01	4.003242944398459713e+01	2.968214885518587209e+01	2.961814100634568092e+01	2.018876738572352281e+01	2.863372467345670103e+01
2.990779888479620041e+01	2.929305513723166854e+01	2.680756003015110522e+01	2.422886320871411669e+01	3.343781425272376140e+01	3.966068580172618852e+01	2.893005939672069005e+01	2.576700502483487298e+01	2.887881984577161631e+01	3.018489330210486798e+01
3.562114995711836229e+01	4.198905451932957078e+01	3.562239065962835127e+01	2.823541607774354389e+01	2.979758504962129706e+01	3.209186091158368725e+01	3.540066194973365299e+01	2.978107639428377240e+01	3.123138933924101224e+01	3.489094278843138142e+01
3.075603719226976551e+01	3.407363653375757906e+01	3.361468970149174140e+01	3.004899123440485198e+01	3.540813079698951071e+01	3.360521843393956942e+01	3.868117481866961072e+01	2.817608206543505389e+01	2.885053040368834942e+01	3.587143473154998219e+01
3.303458031773418213e+01	2.609284862582777365e+01	3.351135135242694219e+01	3.826306255138266010e+01	2.987148796611498369e+01	3.441890709170215246e+01	3.275917746472574521e+01	3.248440788188325001e+01	3.229781370863710066e+01	2.677931858743983184e+01
3.656651679712638980e+01	3.094248715354067514e+01	3.255069523184006641e+01	3.930766621079589385e+01	2.602753840808053098e+01	2.901960278128405690e+01	3.219789446647504150e+01	2.582686771026896366e+01	2.786871159215374760e+01	2.728454797923993169e+01
