P31937	41	335	FD	pdb:2GF2	chain:A,B,C,D	method:X-ray diffraction
P31937	40	336	FD	pdb:2I9P	chain:A,B,C,D	method:X-ray diffraction
P61981	2	247	FD	pdb:2B05	chain:A,B,C,D,E,F	method:X-ray diffraction
P61981	1	247	FD	pdb:3UZD	chain:A	method:X-ray diffraction
P61981	1	247	FD	pdb:4E2E	chain:A	method:X-ray diffraction
P61981	2	247	FD	pdb:4J6S	chain:A,B,C,D	method:X-ray diffraction
P61981	1	247	FD	pdb:4O46	chain:A,B,C,D,E,F	method:X-ray diffraction
P61981	1	238	FD	pdb:5D3E	chain:A,B,E,F,I,J	method:X-ray diffraction
P61981	1	247	FD	pdb:6A5S	chain:A,B,D,G	method:X-ray diffraction
P61981	2	241	FD	pdb:6BYJ	chain:A,B,C,D,E,F	method:X-ray diffraction
P61981	2	241	FD	pdb:6BYL	chain:A,B,C,D,E,F	method:X-ray diffraction
P61981	2	247	FD	pdb:6BZD	chain:A,B,C,D	method:X-ray diffraction
P61981	1	234	FD	pdb:6FEL	chain:A,B,C,D	method:X-ray diffraction
P61981	1	234	FD	pdb:6GKF	chain:A,B,C,D,E,F,G,H	method:X-ray diffraction
P61981	1	234	FD	pdb:6GKG	chain:A,B,C,D,E,F,G,H	method:X-ray diffraction
P61981	1	234	FD	pdb:6S9K	chain:A	method:X-ray diffraction
P61981	1	234	FD	pdb:6SAD	chain:A,B	method:X-ray diffraction
P00325	2	375	FD	pdb:1DEH	chain:A,B	method:X-ray diffraction
P00325	2	375	FD	pdb:1HDX	chain:A,B	method:X-ray diffraction
P00325	2	375	FD	pdb:1HDY	chain:A,B	method:X-ray diffraction
P00325	2	375	FD	pdb:1HDZ	chain:A,B	method:X-ray diffraction
P00325	2	375	FD	pdb:1HSZ	chain:A,B	method:X-ray diffraction
P00325	2	375	FD	pdb:1HTB	chain:A,B	method:X-ray diffraction
P00325	2	375	FD	pdb:1U3U	chain:A,B	method:X-ray diffraction
P00325	2	375	FD	pdb:1U3V	chain:A,B	method:X-ray diffraction
P00325	2	375	FD	pdb:3HUD	chain:A,B	method:X-ray diffraction
P29274	1	317	FD	pdb:2YDO	chain:A	method:X-ray diffraction
P29274	1	317	FD	pdb:2YDV	chain:A	method:X-ray diffraction
P29274	2	208	FD	pdb:3EML	chain:A	method:X-ray diffraction
P29274	1	317	FD	pdb:3PWH	chain:A	method:X-ray diffraction
P29274	2	208	FD	pdb:3QAK	chain:A	method:X-ray diffraction
P29274	1	317	FD	pdb:3REY	chain:A	method:X-ray diffraction
P29274	1	317	FD	pdb:3RFM	chain:A	method:X-ray diffraction
P29274	1	317	FD	pdb:3UZA	chain:A	method:X-ray diffraction
P29274	1	317	FD	pdb:3UZC	chain:A	method:X-ray diffraction
P29274	1	316	FD	pdb:3VG9	chain:A	method:X-ray diffraction
P29274	1	316	FD	pdb:3VGA	chain:A	method:X-ray diffraction
P29274	2	208	FD	pdb:4EIY	chain:A	method:X-ray diffraction
P29274	1	317	FD	pdb:4UG2	chain:A,B	method:X-ray diffraction
P29274	1	317	FD	pdb:4UHR	chain:A	method:X-ray diffraction
P29274	1	308	FD	pdb:5G53	chain:A,B	method:X-ray diffraction
P29274	2	208	FD	pdb:5IU4	chain:A	method:X-ray diffraction
P29274	2	208	FD	pdb:5IU7	chain:A	method:X-ray diffraction
P29274	2	208	FD	pdb:5IU8	chain:A	method:X-ray diffraction
P29274	2	208	FD	pdb:5IUA	chain:A	method:X-ray diffraction
P29274	2	208	FD	pdb:5IUB	chain:A	method:X-ray diffraction
P29274	2	208	FD	pdb:5JTB	chain:A	method:X-ray diffraction
P29274	2	208	FD	pdb:5K2A	chain:A	method:X-ray diffraction
P29274	2	208	FD	pdb:5K2B	chain:A	method:X-ray diffraction
P29274	2	208	FD	pdb:5K2C	chain:A	method:X-ray diffraction
P29274	2	208	FD	pdb:5K2D	chain:A	method:X-ray diffraction
P29274	2	208	FD	pdb:5MZJ	chain:A	method:X-ray diffraction
P29274	2	208	FD	pdb:5MZP	chain:A	method:X-ray diffraction
P29274	2	208	FD	pdb:5N2R	chain:A	method:X-ray diffraction
P29274	2	208	FD	pdb:5NLX	chain:A	method:X-ray diffraction
P29274	2	208	FD	pdb:5NM2	chain:A	method:X-ray diffraction
P29274	2	208	FD	pdb:5NM4	chain:A	method:X-ray diffraction
P29274	2	208	FD	pdb:5OLG	chain:A	method:X-ray diffraction
P29274	2	208	FD	pdb:5OLH	chain:A	method:X-ray diffraction
P29274	2	208	FD	pdb:5OLO	chain:A	method:X-ray diffraction
P29274	2	208	FD	pdb:5OLV	chain:A	method:X-ray diffraction
P29274	2	208	FD	pdb:5OLZ	chain:A	method:X-ray diffraction
P29274	2	208	FD	pdb:5OM1	chain:A	method:X-ray diffraction
P29274	2	208	FD	pdb:5OM4	chain:A	method:X-ray diffraction
P29274	1	208	FD	pdb:5UIG	chain:A	method:X-ray diffraction
P29274	2	208	FD	pdb:5UVI	chain:A	method:X-ray diffraction
P29274	2	208	FD	pdb:5VRA	chain:A	method:X-ray diffraction
P29274	2	208	FD	pdb:5WF5	chain:A	method:X-ray diffraction
P29274	2	208	FD	pdb:5WF6	chain:A	method:X-ray diffraction
P29274	2	208	FD	pdb:6AQF	chain:A	method:X-ray diffraction
P29274	8	316	FD	pdb:6GDG	chain:A	method:Electron Microscopy
P29274	2	208	FD	pdb:6GT3	chain:A	method:X-ray diffraction
P29274	2	208	FD	pdb:6JZH	chain:A	method:X-ray diffraction
P29274	2	208	FD	pdb:6MH8	chain:A	method:X-ray diffraction
P29274	2	208	FD	pdb:6PS7	chain:A	method:X-ray diffraction
P52594	14	134	FD	pdb:2D9L	chain:A	method:Solution NMR
P52594	4	141	FD	pdb:2OLM	chain:A	method:X-ray diffraction
P52594	136	175	FD	pdb:2VX8	chain:A,B,C,D	method:X-ray diffraction
Q9UKV8	439	575	FD	pdb:3LUC	chain:A,B,C	method:X-ray diffraction
Q9UKV8	439	575	FD	pdb:3LUD	chain:A,B,C	method:X-ray diffraction
Q9UKV8	439	575	FD	pdb:3LUG	chain:A,B,C	method:X-ray diffraction
Q9UKV8	439	575	FD	pdb:3LUH	chain:A,B,C	method:X-ray diffraction
Q9UKV8	439	575	FD	pdb:3LUJ	chain:A,B,C	method:X-ray diffraction
Q9UKV8	439	575	FD	pdb:3LUK	chain:A,B,C	method:X-ray diffraction
Q9UKV8	439	575	FD	pdb:3QX8	chain:A,B,C	method:X-ray diffraction
Q9UKV8	439	575	FD	pdb:3QX9	chain:A,B,C	method:X-ray diffraction
Q9UKV8	1	859	FD	pdb:4F3T	chain:A	method:X-ray diffraction
Q9UKV8	1	859	FD	pdb:4OLA	chain:A	method:X-ray diffraction
Q9UKV8	1	859	FD	pdb:4OLB	chain:A	method:X-ray diffraction
Q9UKV8	1	859	FD	pdb:4W5N	chain:A	method:X-ray diffraction
Q9UKV8	1	859	FD	pdb:4W5O	chain:A	method:X-ray diffraction
Q9UKV8	1	859	FD	pdb:4W5Q	chain:A	method:X-ray diffraction
Q9UKV8	1	859	FD	pdb:4W5R	chain:A	method:X-ray diffraction
Q9UKV8	1	859	FD	pdb:4W5T	chain:A	method:X-ray diffraction
Q9UKV8	1	859	FD	pdb:4Z4C	chain:A	method:X-ray diffraction
Q9UKV8	1	859	FD	pdb:4Z4D	chain:A	method:X-ray diffraction
Q9UKV8	1	859	FD	pdb:4Z4E	chain:A	method:X-ray diffraction
Q9UKV8	1	859	FD	pdb:4Z4F	chain:A	method:X-ray diffraction
Q9UKV8	1	859	FD	pdb:4Z4G	chain:A	method:X-ray diffraction
Q9UKV8	1	859	FD	pdb:4Z4H	chain:A	method:X-ray diffraction
Q9UKV8	1	859	FD	pdb:4Z4I	chain:A	method:X-ray diffraction
Q9UKV8	1	859	FD	pdb:5JS1	chain:A	method:X-ray diffraction
Q9UKV8	1	859	FD	pdb:5JS2	chain:A	method:X-ray diffraction
Q9UKV8	1	859	FD	pdb:5KI6	chain:A	method:X-ray diffraction
Q9UKV8	1	859	FD	pdb:5T7B	chain:A	method:X-ray diffraction
Q9UKV8	1	859	FD	pdb:5WEA	chain:A	method:X-ray diffraction
Q9UKV8	1	859	FD	pdb:6CBD	chain:A	method:X-ray diffraction
Q9UKV8	1	859	FD	pdb:6MDZ	chain:A,B	method:X-ray diffraction
Q9UKV8	1	859	FD	pdb:6MFN	chain:A	method:X-ray diffraction
Q9UKV8	1	859	FD	pdb:6MFR	chain:A,B	method:X-ray diffraction
Q9UKV8	1	859	FD	pdb:6N4O	chain:A	method:X-ray diffraction
Q9UKV8	1	859	FD	pdb:6NIT	chain:A,B	method:X-ray diffraction
Q9UKV8	222	355	FD	pdb:6RA4	chain:A,B	method:X-ray diffraction
Q8TD06	24	166	FD	pdb:3PH9	chain:A,B	method:X-ray diffraction
O43572	623	662	FD	pdb:3IM4	chain:C	method:X-ray diffraction
O43572	623	662	FD	pdb:3TMH	chain:D,H,L	method:X-ray diffraction
Q12955	4088	4199	FD	pdb:4O6X	chain:A,B	method:X-ray diffraction
Q9NZN5	766	1138	FD	pdb:1TXD	chain:A	method:X-ray diffraction
Q9NZN5	766	1138	FD	pdb:1X86	chain:A,C,E,G	method:X-ray diffraction
Q9NZN5	67	151	FD	pdb:2OMJ	chain:A	method:Solution NMR
Q9NZN5	67	151	FD	pdb:2OS6	chain:A	method:Solution NMR
Q96LA8	1	375	FD	pdb:4HC4	chain:A	method:X-ray diffraction
Q96LA8	1	375	FD	pdb:4QPP	chain:A,B,C	method:X-ray diffraction
