P33151	664	733	IDR
Q9H0W5	47	477	IDR
Q9H0W5	499	538	IDR
Q9P209	135	178	IDR
Q9P209	207	416	IDR
Q8NEF3	250	273	IDR
Q8NEF3	289	309	IDR
Q8NEF3	372	446	IDR
Q5VTM2	1	20	IDR
Q5VTM2	248	324	IDR
Q5VTM2	389	411	IDR
Q5VTM2	423	451	IDR
P24864	1	45	IDR
P24864	377	410	IDR
Q9UHD1	60	81	IDR
Q9UHD1	308	332	IDR
P09564	136	175	IDR
P09603	197	494	IDR
P09603	524	554	IDR
Q9BS18	30	55	IDR
O15078	129	171	IDR
O15078	560	583	IDR
O15078	2039	2060	IDR
O15078	2452	2479	IDR
Q9BZP3	31	61	IDR
Q5M9N0	1	30	IDR
Q5M9N0	700	733	IDR
Q5M9N0	846	904	IDR
Q5M9N0	916	1071	IDR
Q5M9N0	1090	1113	IDR
Q9HCU4	152	213	IDR
Q9HCU4	331	359	IDR
Q9HCU4	2198	2242	IDR
Q9HCU4	2625	2897	IDR
O43852	20	41	IDR
Q9BWT7	1	25	IDR
Q9BWT7	252	314	IDR
Q9BWT7	475	578	IDR
Q9BWT7	601	625	IDR
Q9BWT7	883	905	IDR
Q53HC0	66	86	IDR
Q53HC0	166	219	IDR
Q53HC0	262	307	IDR
Q53HC0	312	331	IDR
O15234	1	703	IDR
O75150	1	40	IDR
O75150	112	154	IDR
O75150	216	241	IDR
O75150	483	701	IDR
Q13042	572	620	IDR
Q8N684	1	69	IDR
Q8N684	158	337	IDR
Q8N684	400	471	IDR
Q5JTY5	1	37	IDR
O43315	276	295	IDR
Q12860	687	720	IDR
O95817	1	424	IDR
O95817	463	483	IDR
O95817	514	575	IDR
Q02318	32	54	IDR
Q5VV41	1	77	IDR
Q5VV41	95	249	IDR
O95931	109	228	IDR
A6NFN9	379	401	IDR
Q5T7R7	94	132	IDR
Q7L4P6	148	175	IDR
Q7L4P6	265	284	IDR
Q9NQW8	1	130	IDR
Q9NQW8	149	179	IDR
Q9NQW8	648	669	IDR
Q9NQW8	690	809	IDR
O15204	160	203	IDR
P0CG41	502	777	IDR
Q8IV38	369	441	IDR
A4FU28	473	777	IDR
O96018	1	214	IDR
O96018	228	265	IDR
P51636	1	44	IDR
P46100	1	160	IDR
P46100	298	337	IDR
P46100	422	1518	IDR
P46100	1912	2003	IDR
P46100	2438	2492	IDR
Q96DR7	1	249	IDR
Q96DR7	280	314	IDR
Q96DR7	325	344	IDR
Q96DR7	388	407	IDR
O00213	1	25	IDR
O00213	45	367	IDR
Q8IYS8	1	37	IDR
Q8IYS8	64	120	IDR
Q8IYS8	147	172	IDR
Q8TAM1	451	471	IDR
Q5TG92	1	38	IDR
Q5TG92	52	76	IDR
Q9NPB3	1	49	IDR
Q7Z6R9	410	452	IDR
Q9H425	1	28	IDR
Q9H425	43	306	IDR
Q86TU6	39	105	IDR
P01023	1178	1198	IDR
Q6ZUJ8	142	176	IDR
Q6ZUJ8	517	549	IDR
Q6ZUJ8	565	600	IDR
Q6ZUJ8	637	805	IDR
O76090	371	414	IDR
O76090	423	442	IDR
O76090	460	484	IDR
O76090	543	567	IDR
P56945	66	212	IDR
P56945	228	452	IDR
P56945	606	659	IDR
P56945	712	735	IDR
Q9H1Z8	128	148	IDR
Q9NQ89	379	405	IDR
Q96RK4	1	27	IDR
Q96RK4	439	519	IDR
O94779	40	65	IDR
O94779	752	786	IDR
O94779	956	984	IDR
Q3KR37	1	96	IDR
Q3KR37	228	315	IDR
Q3KR37	336	362	IDR
Q3KR37	542	592	IDR
Q3KR37	718	738	IDR
Q9H9P2	246	273	IDR
Q9P281	1	126	IDR
Q9P281	167	277	IDR
Q9P281	313	334	IDR
Q9P281	377	403	IDR
