1.600000000000000000e+01, 3.390419869275870468e+01
1.700000000000000000e+01, 3.557294999604366836e+01
1.800000000000000000e+01, 3.718358643682496734e+01
1.900000000000000000e+01, 3.880659138127867891e+01
2.000000000000000000e+01, 4.039221919011402662e+01
2.100000000000000000e+01, 4.195665119357943951e+01
2.200000000000000000e+01, 4.350541484022227934e+01
2.300000000000000000e+01, 4.502795395098328157e+01
2.400000000000000000e+01, 4.651077516991828986e+01
2.500000000000000000e+01, 4.796865109822898887e+01
2.600000000000000000e+01, 4.939889758904595851e+01
2.700000000000000000e+01, 5.081821856367627532e+01
2.800000000000000000e+01, 5.219797184815791979e+01
2.900000000000000000e+01, 5.359962629138018997e+01
3.000000000000000000e+01, 5.505396375344557924e+01
3.100000000000000000e+01, 5.650589552980265751e+01
3.300000000000000000e+01, 5.941719039216620502e+01
3.400000000000000000e+01, 6.086343270447710552e+01
3.500000000000000000e+01, 6.230593688972184196e+01
3.700000000000000000e+01, 6.516909710587765403e+01
3.800000000000000000e+01, 6.656786789281838423e+01
3.900000000000000000e+01, 6.795367710521264826e+01
4.100000000000000000e+01, 7.064322468471472405e+01
4.300000000000000000e+01, 7.321259728240067943e+01
4.400000000000000000e+01, 7.446041538006231519e+01
4.600000000000000000e+01, 7.691041543048770279e+01
4.800000000000000000e+01, 7.925588849862481311e+01
4.900000000000000000e+01, 8.040886931731853338e+01
5.100000000000000000e+01, 8.265750405654587496e+01
5.300000000000000000e+01, 8.493261510780227752e+01
5.500000000000000000e+01, 8.735246681101246224e+01
5.700000000000000000e+01, 8.974627378327697613e+01
6.000000000000000000e+01, 9.316403187536870689e+01
6.200000000000000000e+01, 9.524308117407859697e+01
6.400000000000000000e+01, 9.721873474916868929e+01
6.700000000000000000e+01, 1.001082622510552227e+02
6.900000000000000000e+01, 1.018163885644143392e+02
